"","0","12","24","36","72","96"
"ACVR1",0.000161273856260381,0.000963434939950349,0.00176838485315783,0.00186508880557168,0.00116855057950998,0.000462046262391192
"ACVR1B",0.000983691708441423,0.00587648205152617,0.0107862823359173,0.0113761285285503,0.00712758748753305,0.00281825578368201
"ACVR1C",-3.12754084316066e-05,-0.000186837010436765,-0.000342939417626703,-0.000361693016929998,-0.000226614595572077,-8.96040426464493e-05
"ACVR2A",0.00133699952211512,0.00798710843512069,0.0146603367960741,0.0154620356094334,0.00968756751660179,0.00383047420372926
"ACVR2B",0.000339053677516655,0.0020254758582859,0.0037177611896872,0.00392106598625893,0.00245670058736972,0.000971382267369303
"AKT1",0.000704234430834946,0.0042070300774421,0.0077220031814488,0.00814427973604278,0.00510270842584983,0.00201761619916437
"AKT2",0.000406212855898993,0.00242667802159231,0.00445416740309383,0.00469774261211268,0.00294331877470861,0.00116379114089985
"AKT3",0.000421768996732795,0.00251960899179031,0.00462474251778844,0.00487764611723907,0.00305603505261045,0.00120835973250933
"APC",0.001831284582683,0.01093992159726,0.0200802249778418,0.0211783089777617,0.0132690353012137,0.00524659049029825
"APC2",3.0529843921277e-05,0.000182381585179469,0.000334761034714182,0.000353067436968497,0.000221210376863733,8.74667519894376e-05
"AXIN1",-0.00103335116014807,-0.00617314292990292,-0.0113308039386211,-0.0119504270338545,-0.00748740805909282,-0.00296052873104623
"AXIN2",-0.000869834888485934,-0.00519631443972185,-0.00953783489388695,-0.0100594099222717,-0.00630261228473961,-0.00249205913175544
"BMI1",-9.81128050610544e-05,-0.000586116334396015,-0.00107581677463387,-0.00113464758683443,-0.000710901019717507,-0.000281090996989104
"BMP4",0.00316478368581763,0.0189061191432875,0.0347021804893828,0.0365998640642403,0.0229312405957494,0.00906703665175449
"BMPR1A",-0.00290990863635233,-0.0173835213036869,-0.0319074516577819,-0.0336523060992808,-0.0210844806544326,-0.00833682558723219
"BMPR1B",0.000329705176968235,0.00196962714290266,0.00361525082758673,0.00381294989131197,0.00238896154933168,0.000944597954515243
"BMPR2",0.0020182401026685,0.0120567762177214,0.0221302119938912,0.0233403992641971,0.0146236695208728,0.00578221429831111
"CTCF",-0.00138881786998703,-0.00829666771551014,-0.0152285333825268,-0.0160613037127447,-0.0100630321342888,-0.0039789332301849
"CTNNB1",-0.000170605813711094,-0.00101918428613114,-0.00187071238072324,-0.00197301216654635,-0.00123616887752344,-0.000488782645844086
"DLX5",-0.00034908192631757,-0.00208538099241527,-0.00382771615212706,-0.00403703401775931,-0.00252935896497528,-0.00100011090161489
"DUSP9",-6.20240512593863e-05,-0.000370525555804852,-0.000680099209215394,-0.000717290144553618,-0.000449410355958074,-0.000177697379116794
"DVL1",-0.000598032161687746,-0.00357258752823844,-0.00655748376299718,-0.00691607881595228,-0.00433319263446659,-0.00171334884816263
"DVL2",-0.00067801614639392,-0.00405040460657971,-0.00743451709724667,-0.00784107287205873,-0.00491273773113151,-0.00194250201439394
"DVL3",-0.000219590154776496,-0.0013118097758487,-0.0024078273022502,-0.0025394990110602,-0.00159109495639102,-0.000629120645110974
"E2F1",-0.000848914570997533,-0.00507133579918719,-0.00930843719069486,-0.00981746760823551,-0.00615102591857638,-0.00243212190432819
"ESRRB",-5.75434381972485e-06,-3.43760005651575e-05,-6.30971523955169e-05,-6.65475292257966e-05,-4.16947251328952e-05,-1.64862822454304e-05
"ESX1",-6.56942291004209e-06,-3.92449455784986e-05,-7.20341260234573e-05,-7.59736824372349e-05,-4.76004313360784e-05,-1.88213163034455e-05
"FGF2",-0.00397568115462145,-0.0237503455310374,-0.043593757645877,-0.0459776759336886,-0.0288068046012483,-0.0113902404845314
"FGFR1",-0.00126547848058182,-0.00755984946718217,-0.0138761029563317,-0.0146349159410385,-0.00916934480923623,-0.00362556853171521
"FGFR2",-0.000662889315326145,-0.00396003716258545,-0.00726864794678968,-0.00766613274165787,-0.00480313086288472,-0.00189916267247775
"FGFR3",-0.00103920172246567,-0.00620809139018898,-0.011394951541061,-0.012018082838219,-0.00752979681615438,-0.00297728955237951
"FGFR4",-0.00132513432714384,-0.00791622811108356,-0.0145302364649574,-0.0153248201421385,-0.00960159670057602,-0.00379648109935179
"FOXA2",0.000395494299054656,0.00236264409922918,0.00433663317603995,0.00457378130782388,0.00286565208702255,0.00113308179913853
"FZD1",0.000263461955701665,0.00157389734741535,0.00288888847670017,0.00304686693216777,0.00190898076350865,0.000754812669469015
"FZD10",-0.000637664723680727,-0.00380934806542457,-0.00699205800152652,-0.00737441773983259,-0.00462036023394929,-0.00182689529049358
"FZD2",0.00073286402989972,0.00437806034134868,0.00803592991402559,0.0084753735779993,0.00531015163349768,0.00209963950433777
"FZD3",-0.0014415392429556,-0.00861162166044654,-0.0158066307372092,-0.0166710140701967,-0.0104450398974744,-0.00412997972843524
"FZD4",0.000479997172443582,0.00286745759979984,0.00526321889215953,0.00555103718711408,0.00347794094144848,0.00137518136988393
"FZD5",-0.000374738882934854,-0.00223865455365159,-0.00410905007588803,-0.00433375314533788,-0.0027152651863625,-0.00107361884389345
"FZD6",0.00197822674406047,0.0118177386629601,0.0216914587047156,0.0228776533530249,0.0143337408863463,0.00566757622445707
"FZD7",0.00246407095351149,0.0147201279391565,0.0270187939633987,0.0284963126629487,0.017854049551136,0.007059509883844
"FZD8",0.00140194785989462,0.00837510272056317,0.0153725003824541,0.0162131436471492,0.0101581656737631,0.00401654904506263
"FZD9",-4.38748312144564e-05,-0.000262105073092445,-0.000481093789187705,-0.000507402154172089,-0.000317907352261912,-0.000125700901930464
"GRB2",0.000956383831447663,0.00571334616774043,0.0104868463170873,0.0110603182117131,0.00692972014136351,0.00274001879818084
"GSK3B",-0.000406054713382783,-0.0024257323408345,-0.00445243201373125,-0.00469591232132518,-0.00294217200220774,-0.00116333802818524
"HAND1",0.000545123677447973,0.0032565166369141,0.00597733568414098,0.00630420524197495,0.00394983028836254,0.00156176697317102
"HESX1",-0.00188194386256715,-0.0112425560618703,-0.0206357109816079,-0.0217641717051883,-0.0136361013702057,-0.0053917287838989
"HOXA1",-0.000297359362328933,-0.00177639658953558,-0.00326057550369873,-0.00343887956778354,-0.00215459192024849,-0.00085192796740902
"HOXB1",0,0,0,0,0,0
"HOXD1",-0.000410650693692735,-0.00245318760967343,-0.00450282562446198,-0.00474906212329859,-0.00297547242650689,-0.00117650497727573
"HRAS",-0.000384997065634385,-0.00229993618141895,-0.00422153258008263,-0.00445238683520404,-0.0027895935562346,-0.00110300834255614
"ID1",-0.00352990658848723,-0.0210873294554773,-0.0387057915570172,-0.0408224125436953,-0.0255768315201324,-0.0101131055981749
"ID2",-0.0045277772097063,-0.027048515728095,-0.0496475491525886,-0.0523625180009106,-0.0328071571392222,-0.0129719839684331
"ID3",-0.00369125129838273,-0.0220511900239901,-0.0404749576683434,-0.0426883248792791,-0.0267458983378631,-0.0105753561413012
"ID4",-0.00242203488228211,-0.0144690068648422,-0.0265578612067396,-0.0280101739436048,-0.0175494649201624,-0.0069390764517753
"IGF1",0.000660467579394304,0.00394556957686867,0.00724209272487804,0.00763812564877283,0.00478558295431692,0.00189222452236818
"IGF1R",0.00139396999980225,0.00832744519227726,0.0152850250814379,0.0161208847301492,0.010100362102229,0.00399369387642866
"IL6ST",0.0051267566255262,0.0306267594741405,0.0562154151265624,0.0592895474575318,0.0371472103551439,0.0146880461057377
"INHBA",3.79900996720779e-05,0.000226949337256239,0.000416565023045562,0.000439344716616863,0.000275266677942703,0.000108840697022562
"INHBB",-3.0850018378882e-05,-0.0001842969169873,-0.000338276357681893,-0.000356775108893354,-0.00022353349446866,-8.83852724316814e-05
"INHBC",0,0,0,0,0,0
"INHBE",4.64722563104506e-05,0.000277620760981591,0.000509572528116269,0.000537438531349711,0.000336726166077628,0.000133142080112911
"ISL1",0.000300282465887066,0.00179385874000248,0.00329262833745523,0.00347268506028818,0.00217577236516391,0.00086030245817892
"JAK1",0.00076785961077824,0.00458712018900714,0.00841965884594865,0.00888008667477702,0.00556372001806107,0.00219990064972431
"JAK2",0.00036012559797349,0.00215135603983386,0.0039488139262372,0.00416475408034292,0.00260938054458518,0.00103175197098236
"JAK3",-0.000233722515991151,-0.0013962376982818,-0.00256279420676646,-0.00270294025968812,-0.00169349723707905,-0.000669610680694114
"JARID2",0.000427749661510658,0.00255533571184322,0.00469031865442088,0.00494680816948942,0.00309936767434623,0.00122549360982739
"KAT6A",0.000872820109998334,0.00521414614450859,0.00957056422745015,0.0100939293436949,0.00632423982703245,0.00250061102384352
"KLF4",8.26224253969622e-05,0.000493576657559213,0.000905959670185975,0.000955501893468835,0.000598658905484596,0.000236710463109025
"KRAS",0.00030376432309224,0.00181465931582121,0.00333080731518448,0.00351295176287972,0.00220100134709045,0.000870277970608401
"LEFTY1",-0.000393678739409341,-0.00235179904872412,-0.00431672727917713,-0.00455278696099395,-0.00285249820931174,-0.00112788071678856
"LEFTY2",2.23823798470311e-05,0.00013371089626191,0.000245426823707534,0.000258847499470012,0.000162178305731277,6.41252036697406e-05
"LHX5",0,0,0,0,0,0
"LIF",-8.21937214104647e-05,-0.000491017716063488,-0.000901262728918856,-0.000950548411903081,-0.000595555479166837,-0.000235483527758239
"LIFR",0.00493979614623614,0.0295098792547714,0.0541653814001702,0.0571274074191563,0.0357925458139357,0.0141524099445438
"MAP2K1",0.00194925758890584,0.0116446815477407,0.0213738126351032,0.022542636481803,0.0141238398863012,0.00558458078855569
"MAP2K2",-0.00110045563226075,-0.00657401749377619,-0.0120666088487275,-0.0127264697723019,-0.00797362901071887,-0.00315278134416256
"MAPK1",3.73212442524166e-06,2.2295613228556e-05,4.09234550596624e-05,4.31611443224774e-05,2.70422653011395e-05,1.06924512857551e-05
"MAPK11",2.53847454483695e-06,1.51640631449876e-05,2.78336405043472e-05,2.93557008164395e-05,1.83924512159019e-05,7.27232969071781e-06
"MAPK12",0.000127098796931525,0.000759275279336755,0.00139364989544449,0.00146986133001715,0.000920925254548827,0.000364134707925983
"MAPK13",-8.58188965213764e-05,-0.000512674270179685,-0.000941014104490072,-0.000992473317455273,-0.000621823470968014,-0.000245869326285985
"MAPK14",-0.000645269626597939,-0.00385477893921495,-0.00707544659641065,-0.00746236657995372,-0.00467546329993439,-0.00184868326020248
"MAPK3",-0.000100825788588726,-0.000602325066747601,-0.00110556748096583,-0.00116602527668459,-0.000730560312966142,-0.000288864040842692
"MEIS1",0.00155071671924985,0.00926383486900711,0.0170037681347886,0.0179336166762577,0.0112361095582104,0.00444276946262982
"MYC",-0.00151408242003297,-0.00904498554322252,-0.0166020705743746,-0.0175099522064262,-0.0109706672193425,-0.0043378130793008
"MYCN",-0.00382008784252036,-0.0228208463031087,-0.0418876614768856,-0.0441782822756288,-0.0276794146401367,-0.0109444695963895
"MYF5",2.22134786021369e-05,0.000132702172028198,0.00024357550870841,0.000256894840455692,0.000160954690397182,6.36414823629231e-05
"NANOG",-0.00613045310826527,-0.0366227490708346,-0.0672210533078671,-0.0708970266522976,-0.0444197489035172,-0.0175636147066792
"NEUROG1",4.71631176710462e-07,2.81812112240654e-06,5.17286735281861e-06,5.45556942467252e-06,3.41821352930822e-06,1.35163927393802e-06
"NODAL",-0.00108894283637096,-0.00650524272980197,-0.0119403720555443,-0.0125933293580202,-0.00789021159868091,-0.00311979805902317
"NRAS",-0.000561308167806802,-0.00335320141388671,-0.00615480034253975,-0.00649137504349092,-0.00406709910937838,-0.00160813517360231
"ONECUT1",-4.38964765364384e-05,-0.000262232768731404,-0.000481328542472578,-0.000507650007885191,-0.000318062365961772,-0.00012576230094845
"OTX1",-2.04029153155492e-05,-0.000121885332896296,-0.000223720155530235,-0.000235954296262479,-0.00014783464089941,-5.84539273590904e-05
"PAX6",9.54613530709985e-05,0.000570277192162411,0.00104674343457779,0.00110398458842756,0.000691689376607428,0.000273494845181301
"PCGF1",-0.000397932899749045,-0.00237721345643841,-0.00436337534319554,-0.00460198636234656,-0.00288332357212869,-0.00114006917990725
"PCGF2",-0.000243814251234849,-0.00145652346157945,-0.00267344867961274,-0.00281964590071833,-0.00176661788643146,-0.000698522714705643
"PCGF3",0.000384320911468523,0.00229589477129462,0.00421411467378134,0.00444456283484637,0.00278469170147676,0.00110107031080505
"PCGF5",0.000613015746402322,0.00366210022326693,0.00672178427043239,0.0070893642722751,0.00444176281988304,0.00175627748131337
"PCGF6",-0.00198277386121056,-0.0118449038752127,-0.0217413201979603,-0.0229302412864943,-0.0143666894757288,-0.00568060401343945
"PIK3CA",0.00100264692799965,0.00598971863143251,0.0109941284926552,0.0115953407873231,0.00726493264598943,0.0028725616637209
"PIK3CB",0.000781781122770677,0.00467028513405637,0.00857230832679312,0.00904108365949114,0.00566459081123246,0.00223978552124405
"PIK3CD",0.000640994368912604,0.00382924153539778,0.00702857205310507,0.00741292859036162,0.00464448869497767,0.00183643545703025
"PIK3R1",0.000386848909057333,0.00231099978364967,0.00424184020025611,0.00447380467000906,0.00280301290140045,0.00110831405156144
"PIK3R2",0.000187431323132293,0.00111969805734829,0.00205520606518955,0.00216759457493795,0.00135808249845437,0.000536987430465463
"PIK3R3",0.000409324529467114,0.00244526755714728,0.00448828842285958,0.00473373021059382,0.00296586633274689,0.00117270675270033
"POU5F1",-0.00399412999851086,-0.0238605582191919,-0.0437960531556977,-0.0461910339321381,-0.0289404816976716,-0.0114430967195849
"POU5F1B",-0.0017586648853398,-0.0105060981946802,-0.019283941986083,-0.0203384817516495,-0.0127428507576509,-0.00503853634514613
"RAF1",-0.00127332843555603,-0.00760674404146865,-0.0139621783397069,-0.0147256981513804,-0.00922622342203738,-0.00364805796820325
"REST",0.000311804795215666,0.0018626938644616,0.00341897449050071,0.00360594042784728,0.0022592621259018,0.000893314560847429
"RIF1",-0.00121101830121555,-0.0072345094206368,-0.0132789411399982,-0.014005098195394,-0.00877473924158399,-0.00346954111927455
"SALL4",-0.000975712459720673,-0.00582881412304359,-0.0106987883882045,-0.0112838499791082,-0.00706977173224587,-0.00279539480987428
"SETDB1",-0.000441978793959555,-0.00264033911301183,-0.00484634271844948,-0.00511136387962811,-0.00320246881697803,-0.00126625951013494
"SKIL",-9.53641902052207e-05,-0.000569698564762814,-0.0010456810052652,-0.00110286403790249,-0.000690987011427152,-0.000273216847281491
"SMAD1",-0.00117585213634154,-0.007024431485107,-0.012893343283904,-0.013598414180169,-0.00851993585933906,-0.00336879176222438
"SMAD2",0.00226012591216183,0.0135017785502547,0.0247825138093828,0.0261377418137081,0.0163763132265332,0.00647521137074084
"SMAD3",0.000967286599477229,0.00577847933338215,0.0106063987308138,0.0111864079511038,0.00700872017799416,0.00277125516431418
"SMAD4",0.000416416647373726,0.00248763298741105,0.00456604975532714,0.00481574385478982,0.0030172507478549,0.00119302406856663
"SMAD5",0.000888425739704327,0.00530737191660067,0.00974168081746781,0.0102744035225043,0.00643731394219618,0.0025453203245454
"SMAD9",0.000239104688842105,0.00142839082397795,0.0026218111820992,0.00276518469266587,0.00173249598076539,0.000685030568778958
"SMARCAD1",-0.000909350751645036,-0.00543237545048048,-0.00997112483567391,-0.0105163945810835,-0.00658893081892971,-0.00260527031367696
"SOX17",0.00289015678882683,0.0172655252502481,0.0316908705818425,0.0334238810274959,0.0209413632183285,0.00828023708013038
"SOX2",-0.00383592574223056,-0.0229154599712206,-0.0420613246952722,-0.0443614420878117,-0.027794171460444,-0.0109898445618805
"STAT3",-0.00105242450856667,-0.00628708638897717,-0.0115399469277925,-0.0121710070471087,-0.00762560992857505,-0.00301517433649172
"SUZ12",-0.000575241144928792,-0.0034364360088055,-0.00630757796029697,-0.00665250710617824,-0.00416805482722619,-0.00164805310339879
"TBX3",-3.67693092166157e-05,-0.000219655598987809,-0.000403178533209208,-0.000425226164915146,-0.000266420581456393,-0.000105342988237406
"TCF3",-0.000788069058262759,-0.00470784942463433,-0.00864125717676052,-0.00911380284298985,-0.00571015266712749,-0.00225780007651775
"TCF7",-0.000560361478411353,-0.0033475470370786,-0.00614442183178545,-0.00648042871288178,-0.0040602412659905,-0.00160542322637731
"WNT1",8.35184701624506e-06,4.9891380569669e-05,9.15759029933232e-05,9.65835454496623e-05,6.05135506053168e-05,2.39271757827836e-05
"WNT10A",0,0,0,0,0,0
"WNT10B",-1.92588246005348e-05,-0.000115050789888508,-0.000211175275700806,-0.00022272352292448,-0.000139545022082873,-5.51761681341728e-05
"WNT11",0.000149628099868199,0.000893863460203919,0.00164068610465202,0.00173040696838229,0.00108416729707572,0.000428681037081925
"WNT16",5.35016541545192e-05,0.000319615199271503,0.000586652959771877,0.000618734441991766,0.000387661276040507,0.000153281672982693
"WNT2",3.03366284777181e-05,0.000181229537549321,0.000332646296737411,0.000350837128019394,0.000219813081129435,8.69142497618568e-05
"WNT2B",3.95144016352985e-05,0.000236055752020825,0.000433280163058964,0.000456974098686315,0.000286312047467743,0.000113208066482822
"WNT3",0.000373802864692548,0.0022330638731768,0.00409878860303151,0.00432293031402277,0.00270848409000402,0.00107093732347884
"WNT3A",-7.4317229070512e-05,-0.000443963241904905,-0.000814894014317086,-0.000859456746273623,-0.000538483085880199,-0.000212916914613559
"WNT4",0.0014161627505087,0.00846002156261954,0.0155283690742406,0.0163775358632294,0.010261164164419,0.00405727476145762
"WNT5A",0.00259120629704374,0.0154796228278509,0.0284128464635806,0.0299665989603529,0.0187752412995863,0.00742374975188817
"WNT5B",-0.00132338008447368,-0.00790574819814464,-0.0145110002684247,-0.0153045321586361,-0.00958888522678343,-0.00379145572195168
"WNT6",-9.61120836510215e-06,-5.74179715646107e-05,-0.00010539054968204,-0.000111154169614337,-6.96424078734151e-05,-2.75363842268372e-05
"WNT7A",2.39390060578544e-05,0.000143009206012553,0.000262493037980675,0.000276847389651194,0.000173455533959049,6.85844967955679e-05
"WNT7B",0.000398844028434939,0.00238265617284382,0.00437336538443552,0.00461252211833503,0.00288992459045498,0.00114267922152882
"WNT8A",-0.000239499723483989,-0.00143074925348092,-0.00262614027759061,-0.0027697502137259,-0.00173535670576356,-0.000686161398761098
"WNT8B",-4.0351851292504e-06,-2.41052545836224e-05,-4.42455214077911e-05,-4.66652470903618e-05,-2.92372582040704e-05,-1.15606702688515e-05
"WNT9A",0,0,0,0,0,0
"WNT9B",0.000170054708393822,0.00101588954219501,0.00186466563445917,0.0019666344684096,0.00123217339191776,0.000487202568237661
"ZFHX3",0.00124956115775685,0.0074647624250856,0.0137015709571827,0.0144508393543888,0.00905401379895517,0.00357996629504034
"ZFX",0.000917444662941183,0.00548072565745288,0.0100598717511994,0.0106099940696728,0.00664757482417183,0.00262845796887384
"ZIC3",0.00283223984378124,0.0169195347243966,0.0310558050673302,0.0327540872195997,0.020521711604752,0.00811430579291752
